time_step,class,transactions,mean_btc,mean_fee
23,2,1134,12.558088791702898,0.0005764136503623188
23,3,2978,15.036520867031934,0.00029615911260504204
24,1,137,1.1760863250364963,0.0004603242335766423
24,2,989,17.97956607337056,0.00044575922842639596
24,3,3466,130.99139963706767,0.00041647543088490455
25,1,118,1.732274794322034,0.0008952061016949152
25,2,476,12.715300369159664,0.0007043073109243697
25,3,1720,8.449535892802102,0.0003892652889667251
26,1,96,0.5551544594791666,0.0009954936458333333
26,2,421,16.08915869296912,0.0010388370783847981
26,3,2006,44.02973921351149,0.0005052217232767233
27,1,24,0.35068906208333334,0.0002014725
27,2,182,5.408340601046512,0.0009002962790697675
27,3,883,2.6207491514415437,0.00043384567536889897
28,1,85,0.5819405964705883,0.00018912376470588236
28,2,199,31.52000950045226,0.0009123626130653266
28,3,1369,14.484864558662279,0.0004274234210526316
29,1,329,2.3234583555927055,0.0003595836474164134
29,2,845,40.549772765693945,0.0006846467259786477
29,3,3101,110.48245905956367,0.000629096742081448
30,1,83,0.2634078353012048,0.00031118927710843377
30,2,441,42.37647516570455,0.0009334196136363636
30,3,1959,9.645067601818647,0.00046213328893442623
31,1,106,9.32635848,0.00034955358490566037
31,2,604,14.780927958177083,0.0016154478298611111
31,3,2106,6.494708494715718,0.0005963103057811753
32,1,342,3.7873432475146203,0.0005000476900584795
32,2,981,8.560384104360825,0.0010720530000000001
32,3,3202,32.1665498817557,0.00041651498594189317
33,1,23,0.18114554173913042,0.002870611304347826
33,2,418,13.831629213157894,0.00283143033492823
33,3,2710,18.15892541584041,0.0009364146102696712
34,1,37,0.14123066459459457,0.0033815656756756756
34,2,478,79.16707976861635,0.0014276693501048218
34,3,1971,3.7360004662643083,0.0007724866441207076
35,1,182,0.2949234721978022,0.0005768426923076922
35,2,1159,48.45136193591304,0.0015699466695652173
35,3,4166,37.12372995819933,0.0010120347496389024
36,1,33,0.26173657575757575,0.006766169696969697
36,2,1675,40.35055835380678,0.0027357840563019837
36,3,4685,8.995483798675215,0.0012810107008547008
37,1,40,0.33044729125,0.00268686475
37,2,458,54.13928264788177,0.0030574031773399016
37,3,2808,43.337748152912795,0.00129922808077198
38,1,111,0.17294861342342344,0.0005770101801801801
38,2,645,18.487395397374215,0.00228362606918239
38,3,2135,29.84113973683592,0.001297425745181006
39,1,81,0.10626094691358025,0.0009231275308641975
39,2,1102,63.276622208738324,0.0020663157289719626
39,3,1577,14.79662993669221,0.0011696271839080458
40,1,112,1.2803542161607144,0.002198899285714286
40,2,1099,17.239713329890513,0.004590772591240876
40,3,3270,27.615506983006153,0.0015118784923076924
41,1,116,0.13496440594827586,0.001115913448275862
41,2,1016,40.699016759960436,0.0035571777843719093
41,3,4210,11.923762874090801,0.0012649695555555557
42,1,239,0.3831046930543933,0.0011608566527196655
42,2,1915,16.60279291992118,0.002920914566473988
42,3,4986,17.03090356326711,0.001368147296809151
43,1,24,0.38133875958333335,0.0008331575
43,2,1346,13.424648210590943,0.006709781611665387
43,3,3693,18.783606951687084,0.00387406414532294
44,1,24,1.0380874683333332,0.0019201074999999998
44,2,1567,30.24262161714929,0.0015226586422136424
44,3,3384,17.451341024979254,0.0005725084054534677
45,1,5,0.08435341199999999,0.00056107
45,2,1216,24.880087798918694,0.0020729374601844088
45,3,4377,30.815700559486242,0.0006611799564220183
46,1,2,1.1051985199999999,0.143920835
46,2,710,7.352074725641749,0.004986066375176304
46,3,2807,14.949017625655122,0.001669591235273117
47,1,22,2.5424460736363637,0.0014957772727272728
47,2,824,16.419640013525797,0.004753579312039312
47,3,4275,20.139733848819397,0.0009621545420473178
48,1,36,0.2847001586111111,0.0013368980555555554
48,2,435,31.91192018845977,0.0027525900689655174
48,3,2483,5.673616846488119,0.0005090738864277084
49,1,56,0.24976684107142857,0.0013555982142857141
49,2,420,32.85951304421428,0.0017208252619047618
49,3,1978,5.947109334705883,0.0004778431845841785
