tx_id,visible_in_degree
1950027,0
1950060,0
1953446,0
1954030,1
1954478,1
1955019,0
1955879,0
1956143,1
1960828,0
1961815,0
1961935,0
1961956,0
1962408,0
1962429,0
1962453,0
1963051,0
1963736,0
1964312,0
1965485,0
1965521,0
1965988,0
1966100,0
1966476,0
1966500,1
1968390,0
1969101,0
1969113,0
1969711,0
1969726,0
1969982,0
1971208,0
1971216,0
1971589,0
1971828,0
1972105,0
1972837,0
1972863,0
1973183,0
1973217,0
1973773,0
1974349,0
1974359,0
1976623,0
1977737,0
1977746,1
1979735,1
1981347,1
1981476,0
1981616,0
1982287,0
1983813,1
1984268,0
1985515,0
1985680,0
1986315,0
1988705,0
1990159,1
1991249,4
1991253,0
1991588,1
1992350,1
1994274,0
1994288,0
1995574,0
1998390,1
1998461,0
1998937,0
1999185,0
1999612,0
1999706,1
2000606,0
2000621,1
2001909,0
2002878,0
2002929,0
2003132,0
2003186,0
2004237,0
2006820,0
2008849,0
2009904,0
2013749,0
2014502,0
2017488,0
2017643,0
2017663,0
2019242,0
2019251,1
2021268,0
2021289,0
2021540,1
2021582,2
2023346,0
2023657,0
2025712,0
2026053,0
2026058,0
2026708,0
2026736,0
2028876,0
2029619,0
2029633,1
2029796,0
2030853,0
2032532,1
2033235,0
2035739,1
2039127,0
2042420,0
2045538,1
2045547,1
2048876,1
2048942,1
2049541,0
2052234,0
2055495,0
2057438,1
2058674,1
2060002,1
2060193,0
2060908,0
2062399,0
2062659,0
2063080,1
2063781,0
2064886,1
2067048,1
2067049,1
2067451,0
2067521,0
2067822,0
2070455,0
2070973,0
2072650,1
2072876,1
2072898,1
2074735,0
2080623,0
2080757,0
2082225,0
2082773,0
2084813,0
2088320,0
2088356,0
2089013,0
2089862,1
2089899,0
2090326,1
2092772,1
2093466,0
2093488,1
2094121,2
2094152,0
2094321,0
2094849,1
2095475,0
2095511,1
2095993,1
2096080,2
2096708,1
2097089,1
2097112,0
2098116,1
2099001,0
2099018,1
2102066,0
2102087,1
2102129,1
2102739,1
2102747,1
2102756,1
2103329,1
2103338,1
2103984,1
2104047,1
2104627,1
2104656,1
2104684,1
2104696,1
2104699,1
2104705,1
2104711,1
2105278,1
2105307,1
2105326,1
2105339,1
2105367,1
2106126,0
2106136,0
2106152,0
2106177,0
2106217,0
2106479,1
2106916,1
2106947,1
2106984,2
2107102,0
2107695,1
2107889,1
2108474,1
2108652,2
2109032,2
2109055,2
2109677,1
2134383,1
2135406,1
2137335,0
2137465,0
2137476,1
2139657,0
2139665,0
2139675,0
2139681,0
2139692,0
2139706,0
2139720,0
2140209,0
2140299,0
2140306,0
2140321,8
2140346,1
2140837,1
2141176,2
2141194,1
2141395,1
2141406,1
2141410,1
2141423,2
2141660,1
2141675,1
2141691,1
2142392,1
2142628,1
2142884,1
2144054,0
2144073,1
2145446,0
2145778,1
2145788,1
2145800,1
2145811,1
2145822,1
2146535,0
2146540,0
2146911,1
2147075,2
2148447,0
2148464,1
2148470,1
2148479,1
2148556,1
2148568,1
2148575,1
2148736,1
2149042,1
2149097,0
2149116,1
2149129,1
2149140,1
2149152,1
2149174,1
2149188,1
2149202,1
2149212,1
2149815,1
2149825,1
2149874,0
2158556,0
2158813,1
2158849,1
2159368,1
2162078,1
2162823,0
2162830,1
2162843,1
2163306,1
2163315,1
2163334,1
2163353,1
2163362,1
2163728,0
2163735,0
2169255,0
2172067,0
2173888,0
2173958,0
2174300,0
2176160,0
2176865,0
2176913,0
2177492,0
2177497,1
2177814,0
2178587,0
2179785,0
2180395,0
2180401,0
2182123,0
2184080,0
2184140,0
2184771,0
2184889,1
2185374,0
2185383,1
2185967,0
2185989,0
2186019,0
2188131,1
2188145,0
2191925,0
2191929,0
2193219,0
2193235,1
2193317,1
2193976,0
2193989,1
2194390,1
2196028,0
2203113,1
2203151,1
2203488,1
2203810,0
2203811,0
2203814,1
2203815,0
2203817,1
2203819,1
2203919,1
2203921,1
2204059,1
2204060,0
2204061,1
2204975,1
2205152,1
2205153,1
2206944,5
2207057,1
2207063,0
2207585,0
2207901,0
2207902,1
2207904,1
2208224,1
2208944,1
2209356,1
2209522,1
2210421,1
2210423,1
2211073,0
2211076,1
2212348,0
2212350,1
2212353,1
2212355,1
2213779,0
2214946,1
2214966,1
2214968,1
2217421,10
2217450,1
2217948,0
2217996,1
2218496,1
2218501,3
2218702,1
2218913,0
2218914,1
2218915,0
2218916,1
2218917,1
2218979,1
2218993,1
2219461,1
2220000,1
2220002,1
2220004,1
2220006,1
2220007,5
2220008,1
2224540,0
2224627,0
2224631,1
2224633,1
2224634,1
2225506,0
2226585,1
2226590,0
2226591,1
2226596,1
2227014,0
2228301,1
2228303,1
2230331,1
2230335,1
2230337,1
2230339,1
2230546,0
2230560,0
2232001,2
2232003,1
2232242,1
2234826,0
2234847,0
2235715,11
2236818,1
2236820,0
2240229,1
2240553,1
2240554,1
2240556,16
2240971,1
2240972,1
2240973,1
2241505,1
2244527,9
2244529,8
2249531,1
2254170,0
2256959,1
2258240,0
2262860,1
2262862,67
2263486,3
2263906,0
2268197,121
2272609,4
2273501,1
2275025,1
2277706,1
2278621,1
2280824,1
2291756,68
2291837,0
2292687,1
2293095,1
2300731,0
2302253,1
2303911,1
2303962,1
2303982,1
2304011,1
2304764,1
2306369,1
2307236,0
2307242,0
2307866,0
2311553,0
2311555,1
2312675,0
2312940,1
2315358,0
2317662,1
2317702,1
2317704,1
2327179,0
2327728,1
2343907,0
2344688,0
2346844,2
2346845,0
2347070,0
2349601,1
2351477,1
2353792,1
2362935,1
2363444,1
2364754,1
2364792,1
2365784,1
2367672,0
2376671,1
2379112,1
2380190,1
2384974,1
2390232,2
2393072,0
2398873,1
2398950,1
2400599,1
2400601,1
2401209,1
2401702,1
2402310,1
2404877,1
2418304,0
2419045,1
2421852,0
2422213,2
2422228,6
2424689,1
2430169,1
2431946,1
2431950,1
2437095,0
2439788,1
2443153,1
2445347,0
2445441,0
2445462,1
2445990,1
2446209,0
2451335,0
2452672,1
2453685,2
2453902,0
2461420,0
2462027,1
2462254,2
2462784,1
2470988,1
2473682,0
2476099,1
2479217,1
2491995,1
2497933,2
2503479,0
2503693,1
2504438,0
2505200,1
2512477,0
2512724,0
2514066,0
2515395,1
2515396,1
2517520,0
2519909,1
2524742,0
2532851,1
2535853,0
2536302,0
2541323,0
2542393,1
2544057,0
2544322,1
2547185,1
2566132,0
2567175,1
2574356,1
2577047,0
2586466,1
2591329,1
2594742,0
2595204,0
2596943,1
2599245,0
2607210,0
2607362,1
2607366,1
2607367,1
2607369,1
2607435,1
2607443,1
2610996,2
2614788,1
2615860,0
2622168,1
2636133,1
2641289,1
2642398,0
2644634,0
2650746,1
2657557,1
2666217,0
2670977,1
2671572,1
2676994,1
2678886,1
2683636,1
2692055,1
2692877,0
2694277,1
2706536,0
2706899,5
2710288,1
2711502,1
2712012,0
2713066,1
2713138,1
2713190,1
2713749,0
2713814,1
2713959,1
2713996,1
2714004,1
2714068,1
2714208,1
2714634,1
2715007,0
2715111,1
2715125,1
2715611,0
2716219,1
2716232,2
2716244,1
2716819,0
2717255,1
2717498,18
2718035,0
2718078,1
2718109,1
2718195,1
2720163,1
2724235,1
2724236,1
2730573,0
2731703,1
2739072,1
2744277,1
2745099,0
2747803,1
2752466,1
2754445,1
2755110,1
2756358,1
2757041,2
2757371,3
2757608,0
2757630,1
2757640,1
2758467,106
2760789,1
2764342,0
2771615,4
2772619,1
2773281,1
2775536,0
2776079,1
2778023,2
2778105,1
2780182,0
2782092,2
2785734,7
2785850,1
2787428,1
2787442,1
2788404,0
2790833,1
2790845,1
2791962,1
2792060,1
2798937,0
2799453,0
2800427,1
2800428,0
2804445,1
2804447,1
2804482,0
2804554,1
2804559,1
2804563,1
2804605,1
2806723,1
2808090,1
2808093,1
2808095,1
2808098,1
2808099,1
2811702,1
2811703,5
2813646,1
2813778,7
2815738,1
2819834,1
2819887,0
2819930,0
2821439,1
2822892,1
2823289,0
2826263,0
2829847,1
2832884,1
2833518,1
2834813,2
2834866,2
2835726,0
2836713,1
2842437,2
2842440,0
2843305,1
2845931,0
2849715,0
2850007,1
2850408,0
2852832,2
2853656,1
2855928,1
2858652,1
2860840,0
2862997,1
2863012,1
2864084,2
2864086,1
2864136,1
2864655,1
2864954,1
2864956,1
2865010,4
2868461,0
2868462,1
2868852,3
2870634,1
2870836,0
2870840,1
2870844,1
2871072,1
2871398,0
2871767,1
2875534,3
2876295,1
2877834,1
2880130,1
2880521,1
2880689,2
2880928,3
2880930,49
2881273,143
2881274,97
2881965,1
2882045,0
2882046,1
2882049,1
2882052,1
2882262,0
2882411,1
2883356,1
2883357,1
2883358,1
2883359,1
2883360,1
2884884,1
2886947,1
2886994,1
2886997,1
2887635,0
2887637,0
2887639,1
2887858,0
2887860,0
2887861,1
2888534,1
2889357,1
2889415,1
2893208,1
2893827,1
2893829,1
2893830,1
2893836,1
2893837,4
2893841,1
2893842,1
2893846,2
2893861,1
2893869,1
2897108,2
2897624,0
2897867,1
2905057,2
2907159,1
2908773,1
2910374,1
2910383,1
2910385,1
2912780,2
2913594,1
2913596,1
2919000,1
2919964,0
2920818,0
2920819,1
2921806,0
2923173,0
2923374,1
2923375,1
2925426,1
2925436,4
2925460,1
2928489,1
2928492,1
2929196,1
2929199,1
2929201,1
2929933,0
2931084,1
2932179,1
2933615,1
2933935,1
2935590,0
2935619,1
2935855,0
2935904,0
2935922,0
2936021,1
2936247,1
2936284,1
2936314,1
2936317,1
2936327,0
2937563,0
2937636,1
2937644,0
2937723,1
2937752,1
2937861,1
2944847,0
2947415,1
2947436,96
2948096,0
2950684,0
2951274,0
2951438,3
2951446,1
2951454,0
2951456,1
2951702,1
2975303,1
2977316,1
2984918,1
2987468,0
2989502,1
2990890,0
2991270,1
2992289,0
2998808,1
3000362,0
3003392,0
3005947,0
3007388,1
3007403,0
3008443,1
3009203,0
3017071,0
3021157,0
3028056,1
3029538,0
3033851,1
3036516,0
3043196,0
3065726,1
3070704,1
3076292,6
3076296,0
3079730,1
3081740,1
3081741,0
3081742,1
3084050,1
3084073,0
3085791,0
3085793,1
3086047,2
3087999,0
3091279,1
3093780,1
3093842,1
3093900,1
3093913,1
3094131,1
3096027,1
3096029,1
3096032,0
3097782,6
3097785,1
3098169,0
3099622,0
3102719,1
3104636,0
3108467,1
3108613,0
3110395,1
3110874,1
3114489,1
3114833,0
3118335,0
3129300,1
3129785,0
3132827,0
3133285,1
3133586,0
3134184,1
3134874,0
3135277,1
3135288,1
3135353,0
3135990,4
3139585,0
3141441,1
3141442,1
3141611,0
3143520,1
3144627,1
3148613,0
3148867,1
3152098,1
3153922,1
3154628,0
3154891,0
3156064,0
3156931,1
3157019,1
3157662,0
3157695,1
3158307,0
3159546,0
3159656,2
3160558,1
3160569,1
3161134,0
3161207,1
3161530,1
3162031,0
3162798,1
3165601,1
3169617,1
3170350,1
3172170,1
3173024,0
3174345,2
3174370,1
3175421,2
3175956,1
3179604,1
3180800,1
3180883,0
3180898,1
3181745,1
3182625,1
3182916,1
3183110,1
3185686,0
3186024,2
3194818,1
3195514,0
3197858,3
3199936,1
3199944,0
3201279,1
3201724,1
3202030,0
3204359,1
3205536,0
3206873,1
3213653,1
3220027,0
3220063,1
3222249,0
3223131,5
3225606,0
3226615,1
3228495,0
3228677,1
3230875,0
3232943,1
3233255,1
3234247,0
3236253,0
3237332,1
3238086,1
3239815,1
3245282,1
3248381,1
3253751,1
3254087,0
3257779,0
3258340,0
3261054,0
3270847,1
3272533,5
3272536,1
3272544,7
3273965,6
3274474,0
3274489,8
3274496,0
3274500,0
3275107,1
3275110,0
3275150,1
3275500,1
3276131,4
3276339,1
3276851,3
3276853,1
3276861,1
3277449,1
3277511,1
3278955,0
3278956,0
3279974,1
3280164,0
3280945,1
3281612,1
3281620,1
3281624,1
3281625,1
3281626,0
3281659,1
3282951,1
3282970,2
3283565,1
3283567,0
3284067,1
3284588,1
3284597,1
3284610,0
3285407,1
3285442,1
3285721,3
3285740,1
3285741,0
3285911,0
3286488,8
3286491,0
3286493,0
3286495,0
3286497,1
3286498,0
3287151,0
3287154,0
3287156,0
3287161,0
3287163,0
3287166,0
3287168,0
3287169,0
3287171,0
3287172,0
3287173,0
3287175,1
3287176,0
3287177,1
3287179,1
3287183,1
3287185,0
3287188,0
3287191,1
3287193,0
3287194,0
3287363,0
3287365,0
3287366,1
3287368,0
3287369,0
3287370,1
3287372,1
3287373,0
3287374,0
3287375,0
3287376,0
3287377,0
3287378,0
3287379,0
3287380,0
3287382,1
3287384,0
3287386,0
3287388,0
3287389,0
3287392,0
3287396,0
3287398,1
3287404,1
3287406,0
3287409,1
3287410,1
3287411,0
3287412,0
3287414,0
3287416,0
3287417,1
3287419,0
3287421,0
3287428,1
3287431,1
3287433,0
3287436,1
3287437,0
3287438,0
3287440,0
3287444,0
3287447,0
3287449,0
3287455,0
3287458,0
3287461,0
3287747,1
3287750,0
3287752,0
3287755,1
3287758,0
3287759,0
3287761,0
3287766,0
3287768,0
3287770,0
3287771,1
3287772,0
3287773,0
3287774,0
3287775,0
3287776,0
3287777,0
3287779,0
3287786,1
3287787,0
3287789,1
3288437,0
3288438,0
3288439,0
3288441,0
3288446,0
3288448,0
3288449,0
3288459,1
3289042,0
3289044,1
3289046,0
3289047,0
3289050,0
3289051,0
3289053,0
3289054,1
3289055,1
3289063,0
3289066,1
3289072,0
3289081,1
3289090,0
3289100,0
3289102,1
3289104,0
3289106,1
3289113,0
3289118,2
3289903,1
3289906,1
3289910,0
3289911,0
3289917,0
3289920,0
3289922,0
3289926,0
3289927,0
3289928,0
3289930,0
3289933,0
3289935,0
3289938,1
3289941,0
3289942,0
3289944,1
3289945,0
3289948,0
3289957,1
3289960,0
3289961,0
3289963,0
3289965,0
3289966,0
3289968,1
3289970,0
3289972,1
3289973,0
3289976,0
3290566,1
3293433,3
3293500,0
3294598,1
3294607,1
3294611,1
3294626,1
3294634,1
3294761,49
3294769,1
3294770,0
3294772,0
3294774,2
3295464,0
3295465,15
3295466,0
3295468,0
3295469,0
3295473,0
3295474,0
3295477,4
3295479,1
3295480,1
3295484,0
3295486,0
3295779,0
3295784,0
3295786,0
3295787,0
3295788,1
3295790,0
3295792,1
3295794,0
3295798,0
3295799,0
3295800,0
3295810,1
3295813,0
3295818,0
3295820,1
3295823,1
3295824,0
3295825,0
3295827,0
3295829,1
3295830,0
3295831,0
3295833,1
3295838,0
3297715,1
3297921,1
3298220,1
3298231,1
3300113,1
3300708,1
3300754,0
3300801,3
3300841,1
3301302,1
3301454,1
3302036,1
3302055,0
3302061,1
3302092,1
3302119,1
3302133,0
3302197,1
3302213,1
3302240,1
3302275,1
3302295,1
3302328,1
3302634,1
3303142,0
3303220,1
3303889,1
3304030,1
3304395,0
3304432,1
3304674,1
3304679,1
3304748,1
3304754,1
3304756,0
3304928,1
3304941,1
3305212,1
3306202,1
3306209,0
3306211,1
3306223,1
3306246,1
3306250,1
3306254,1
3306258,1
3306401,1
3306439,1
3306448,1
3306473,1
3306662,1
3307113,1
3307130,1
3307178,1
3307196,1
3307215,1
3307229,0
3307463,2
3307561,1
3308221,1
3308224,1
3308230,1
3308232,1
3308455,0
3308465,1
3308473,1
3308477,1
3308973,1
3309343,1
3309701,1
3309990,1
3310012,1
3310312,1
3310982,1
3311001,1
3311004,1
3311019,1
3311029,0
3311227,1
3311241,1
3311705,1
3311713,0
3311772,1
3311886,1
3311901,1
3311907,1
3311935,1
3312742,1
3312757,1
3312784,1
3313153,1
3313163,1
3313416,1
3313433,0
3313445,1
3313464,1
3314345,1
3315043,1
3315431,1
3315463,1
3315496,7
3315570,1
3315582,1
3315597,1
3315609,1
3315741,1
3316416,1
3316485,1
3317903,2
3318249,0
3318261,1
3318269,1
3318945,2
3319044,1
3319092,5
3319100,0
3319103,1
3319177,0
3319179,0
3319185,1
3319909,1
3319918,0
3321542,1
3321549,0
3321556,0
3321697,1
3321817,1
3322238,1
3322242,1
3322871,1
3323562,1
3324244,1
3324306,0
3324456,1
3324508,1
3325679,1
3325692,1
3326534,0
3326817,1
3326825,0
3326918,1
3327892,1
3327952,1
3327977,1
3328077,1
3328553,1
3329673,2
3331783,0
3331946,0
3331956,1
3331967,1
3332354,0
3332405,1
3332425,0
3332603,1
3332614,0
3334108,1
3334333,1
3334334,1
3334338,1
3334339,0
3334340,0
3334342,0
3334345,21
3334419,1
3334420,0
3334422,1
3335034,0
3335035,0
3335037,1
3335039,0
3335041,0
3335042,0
3335044,1
3335047,1
3335049,0
3335050,1
3335053,0
3335055,1
3335057,1
3335058,0
3335060,0
3335063,1
3335067,0
3335070,2
3335073,0
3335075,1
3335076,0
3335081,1
3335083,0
3335085,0
3335089,0
3335092,0
3335093,1
3335095,1
3335096,1
3335100,1
3335101,1
3335102,1
3335108,1
3335111,1
3335113,1
3335114,1
3335117,1
3335118,1
3335120,1
3335124,1
3335126,1
3335164,1
3335165,0
3335166,1
3335167,1
3335170,0
3335175,1
3335178,1
3335815,0
3335816,1
3335817,0
3335818,0
3336374,0
3336378,0
3336379,1
3336382,1
3336384,0
3336385,1
3336386,1
3336389,0
3336393,0
3336395,1
3336398,0
3336399,1
3336400,1
3336402,1
3336403,1
3336404,1
3336408,1
3336409,0
3336411,1
3336412,0
3336413,0
3336416,1
3336426,1
3336428,1
3336429,2
3336435,1
3336439,0
3336440,0
3336442,0
3336444,0
3336445,0
3336446,0
3336447,1
3336448,1
3336449,0
3336454,2
3336455,0
3336456,1
3336457,1
3336458,1
3336460,0
3336463,0
3336466,0
3336467,0
3336469,1
3336471,1
3336473,1
3336474,1
3336477,1
3336480,0
3336484,0
3336485,1
3336486,0
3336487,1
3336488,1
3336514,1
3336522,1
3336534,0
3336545,0
3336549,1
3336895,0
3336900,1
3336907,0
3338665,1
3338748,0
3339529,1
3340340,0
3341007,0
3341748,2
3341766,0
3342519,0
3343659,1
3343676,1
3343709,1
3344151,1
3344190,0
3346043,10
3346409,0
3346656,0
3346659,1
3346661,0
3346664,0
3346667,0
